week,amount
1,8.244995941210371
2,9.255013501347927
3,9.163904733733798
4,9.182491157556257
5,9.792740332378983
6,10.058461036624243
7,10.418186066969911
8,10.530117722705441
9,10.464543731182031
10,10.603691028781197
11,10.238931403407078
12,10.506338785988863
13,9.021973780722567
14,9.302702574398337
15,9.62130433363917
16,9.503926729780035
17,9.181210177869048
18,9.228767543963336
19,9.543900515424117
20,9.074693600657833
21,8.350935516807105
22,6.502535140866374
23,6.544530359281712
24,6.467885044149796
25,5.8151449425096615
26,5.428599736810959
27,6.562825376928232
28,6.627406253897148
29,6.651222975522572
30,6.6879685871055266
31,6.57242239305435
32,6.773572245514402
33,6.578570424771492
34,6.680729200403702
35,6.574168874339382
36,6.702414808182595
37,6.437239518619645
38,6.283798283774815
39,6.392653860353358
40,6.874911788052373
41,6.730970366645944
42,6.707949764698346
43,6.623347839064014
45,6.764335153607244
46,6.741724307124163
47,6.923707365196064
48,6.9023406462806385
49,7.1147531880716635
50,6.859604410419715
51,7.000006238686244
52,6.77217607674031
53,7.125355494360197
54,6.927430447175358
55,6.831845684881787
56,6.714728626571738
57,6.9440486346794055
58,7.070503182263415
59,6.822360775965189
60,6.954638864880987
61,6.283051485636975
62,7.110067353916413
63,6.947716102801324
64,6.821543582163072
65,6.86869215341128
66,7.063724304616179
67,6.808078579792609
68,6.8560934956582456
69,6.668240954816982
70,6.772004282000243
71,6.9599112011992945
72,6.655633381928907
73,6.611247709481045
74,6.730516781525308
75,6.445561076627883
76,6.457475842584131
77,6.48235783516602
79,6.484925269907124
80,6.806231836777749
81,6.434337829276554
82,6.441090071001801
83,6.586447478880696
84,6.634830447505263
85,6.358483308830181
86,6.397779294170724
87,6.3893006280516556
88,6.759011621494086
89,6.135932788767051
90,6.060640735124765
91,5.94672865326659
92,6.255385291938897
93,6.788802809804844
94,5.855157878393475
95,4.379147493923038
96,6.32502182507656
97,6.5511517610639345
98,6.553035565191689
99,6.637690441058414
100,6.60907966505549
101,6.964371879401033
102,6.680490748083624
103,6.723387630369245
104,6.178483387703559
105,6.730791344464618
106,7.032412411581554
107,6.71648580874676
108,6.394042157069634
109,6.936274706309209
110,6.958933066699049
111,6.925447838513056
112,6.402646615545375
113,6.926498521799273
114,7.036465066327443
115,6.790625779724312
116,6.713818526215867
117,6.60435024606512
118,6.792232187726598
119,7.001546123362527
120,6.749029147723058
121,6.695737110451345
122,6.712080969657472
123,6.932964831106973
124,6.608621215416243
125,6.6433990318338525
126,6.643359953305545
127,7.042775562658079
128,6.731053899363968
129,6.56237346973098
131,6.614832833060011
132,6.972765563821712
133,6.666804109017963
134,6.71954441420795
135,6.66167569638487
136,6.863761593296247
137,6.7323298888760235
138,6.656160811493912
139,6.77630172615258
140,6.8851108174975835
141,6.513393302343635
142,6.457679759355424
143,6.183571404636734
144,6.413721217855983
145,6.82388441994499
146,6.577583154909404
147,6.675192505751435
148,6.803494158767611
149,6.193854218828974
150,5.612142219101015
151,6.566165972461445
152,6.6207529754351135
153,6.898633804532576
154,6.6879685871055266
155,6.722966681544391
156,6.103117722388829
157,6.643906913781754
158,6.999422467507961
159,6.591591424094706
160,6.038753585151147
161,6.446640030781806
162,6.807592343582743
163,6.447511863508562
164,6.57285580492124
165,6.571205039318766
166,6.946822134146039
167,6.482158889576983
168,6.686709525750073
169,6.8310038158829975
170,6.751545814645026
171,6.940967593188234
172,6.6242644111488245
173,6.704977921620778
174,6.74852505341158
175,6.926998926548841
176,6.661803588341919
177,6.544731653315461
178,6.6671730540302585
179,6.7164252676302425
180,6.9885054286672466
181,6.3681014193793
183,6.778284203530562
184,7.0006990246248755
185,6.853964130711315
186,6.881801371293423
187,6.831802529349241
188,7.117935163904488
189,6.8731224254876935
190,6.82976130455405
191,7.227146752101356
192,7.269017684410569
193,7.5257370053743715
194,7.262572498418755
195,6.741629853890251
196,7.354138377002851
197,7.544871645017123
198,7.302947804319561
199,7.428630238601129
201,7.52182678414208
202,7.727200252654711
203,8.107569448159214
204,8.372627429152189
205,8.562921530121267
206,8.334901234184212
207,8.355332868518927
208,8.126603887838028
209,8.361441897956825
210,8.431670160834852
211,8.49896200875392
212,7.7196450346931655
213,8.724391083759865
214,8.552135534613802
215,8.400917768740081
216,8.397357300092782
217,8.145448118510636
218,8.479493401073267
219,8.632407597633453
220,8.296541532757004
221,8.209558720453128
222,8.240028945527147
223,8.443516510858307
224,8.170559097571731
225,8.118528905205244
226,8.222824815373816
227,8.322629808297641
228,8.215609605794496
229,8.288018992244677
230,8.500486407049287
231,8.289670063742717
232,8.552461874808003
233,8.443591860129123
234,6.6810930443563015
235,8.116208033329778
236,8.505881454269923
237,8.285205647031463
238,8.262460928988812
239,8.408558432380234
240,8.412821076018789
241,8.349411023583016
242,8.315069663325888
243,8.333755812324062
244,8.384340425615292
245,8.612676083577652
246,8.496453605311212
247,8.260531635552399
248,8.659411245512858
249,8.68684313469042
250,8.55697912941524
252,8.796995298328744
253,8.77648659175711
254,8.999848943929312
255,9.268742290121859
256,9.137008098890133
257,9.23204021802202
258,9.2854320743943
259,8.990526271882835
260,8.888522237594719
261,8.544117458354098
262,8.872609143156785
263,8.707178638766948
264,8.541516955502557
265,8.242145632951605
266,8.819170104054765
267,8.668857926699399
268,8.622487904909148
269,8.625491387861405
270,8.775136930511728
271,8.910379219237877
272,8.094885032142725
273,8.870758505463629
274,9.258631363960859
275,9.532521692447594
276,9.3288475897938
277,9.223209212112174
278,9.28250753340317
279,9.260839551137686
280,9.241865201484012
281,9.095253822530943
282,9.07369785911771
283,9.193690529426913
284,9.1784048174954
285,8.9488158548222
286,8.479611773883379
287,7.2902519539146295
288,8.961850807151706
289,8.903237599284799
290,8.909668968919059
291,8.988299961977791
292,8.961635393261293
293,8.934423484183851
294,8.795907674965754
295,8.889677702949701
296,8.84089422225507
297,8.882694270180076
298,8.78505309638093
299,8.523548950719135
300,8.905010149674025
301,8.996821603480624
302,8.764373530558666
303,8.810581949717845
304,8.711603055987466
305,8.314793001239927
306,8.138996886862197
307,8.872550267348275
308,8.773022302053672
309,8.931463420419453
310,8.886241864039793
311,8.650597575975578
312,8.493232410971384
313,8.296082572294377
314,8.792487349520679
315,8.52403175504673
316,8.606849234857261
317,7.806444000425681
318,8.739062331012692
319,8.691116245981231
320,8.51453365799033
321,8.65466904441834
322,8.601146396962818
323,8.612494280270148
324,8.48273217292335
325,8.512047977475554
326,8.637761677434657
327,8.925455716435943
328,8.620700591114806
329,8.989269670822903
330,8.649375173996413
331,8.678759166997628
332,8.924991575318074
333,8.579008633336652
334,8.86747534494403
335,8.94671461215791
336,9.288659749414967
337,8.358005178838377
338,8.745711075099898
339,7.22199651361917
340,8.995929826717457
341,8.608057137721357
342,8.561655910448788
343,8.631000333673029
344,8.608997231891275
345,8.700161205878066
346,8.32573724280031
347,8.570400253381859
348,8.714689034181104
349,8.86315454929664
350,8.484928230828961
351,8.420356246699289
352,8.419695019702425
353,8.514218772214049
354,8.866935560492358
355,8.852856529538682
357,8.610803745857137
358,8.696025333945924
359,8.651264188428122
360,8.496396430132576
361,9.054263003943316
362,9.247266146077852
363,8.650588824825896
364,8.632703423989105
365,8.237325837687203
366,9.052997435648935
367,8.856095330574489
368,9.209717177831044
369,7.9725039462896845
370,8.995726588537723
371,8.987730428268108
372,8.830608797926248
373,8.576365464967676
374,9.038342541661107
375,9.382929724125718
376,9.000003217587638
377,8.937234219456768
378,8.915747810333993
379,9.1002352852876
380,8.833856229291108
381,8.707869747792927
382,8.931288948098649
383,8.517465154430944
384,8.714616802619819
385,8.634252409624407
386,8.67414565685965
387,8.592986884800359
388,8.836286717822112
389,8.60842780464303
390,8.681729185271259
392,8.719578779245934
393,8.79276067770297
394,8.859485600782183
395,8.766037237480814
396,8.638681354602443
397,8.738648919157265
398,8.555372978378395
399,8.527858118369933
400,8.576885614164219
401,8.745399107312817
402,8.375832371517369
403,8.05597327219208
