week,volume
1,12.414650632165069
2,13.382580723506369
3,13.264940483918654
4,13.302185145662135
5,13.860500175864994
6,14.045689304159481
7,14.304683035279185
8,14.354592971673002
9,14.287474140246609
10,14.438812360900009
11,14.183720912486953
12,14.647036115518407
13,13.280031862492827
14,13.51112305694079
15,13.769045588433364
16,13.709158439719955
17,13.379269697430976
18,13.33469994304138
19,13.694759998561501
20,13.494952614543022
21,12.838978724470412
22,10.912393928119744
23,11.001583041019357
24,10.89668376844759
25,10.260217494962417
26,9.812522917162035
27,10.88123079872325
28,10.947626055816489
29,10.955287719418433
30,10.976422994414255
31,10.792180957218179
32,10.978626485018596
33,10.788720959944941
34,10.928291824059514
35,10.814484295949173
36,10.916305904651349
37,10.635013745965189
38,10.496068263171036
39,10.710588223171918
40,11.315047532778493
41,11.19726906766269
42,11.240749220078706
43,11.141600879981794
45,11.23150375548926
46,11.223187948206034
47,11.462631670915762
48,11.421084261304648
49,11.614064080938498
50,11.30606118435202
51,11.443082232028438
52,11.181639755036315
53,11.51504322094123
54,11.369262925146247
55,11.29217903825574
56,11.14293367266909
57,11.434909867985489
58,11.565527402710426
59,11.320723254895567
60,11.410815217020449
61,10.714484433197
62,11.565366100909664
63,11.403255677724303
64,11.248530139293637
65,11.263232578422482
66,11.435677182584282
67,11.187638439987316
68,11.24796984584158
69,11.082619358263033
70,11.16157915574956
71,11.31957127184177
72,11.030768279551923
73,10.98588576734121
74,11.092092879730941
75,10.829550381558986
76,10.841030840443734
77,10.867920619736298
79,10.843319014326264
80,11.161195417710017
81,10.788266977271027
82,10.799351062095239
83,10.940986558345775
84,10.970488767827513
85,10.698920526636824
86,10.73815599652319
87,10.744451107790292
88,11.150347417664442
89,10.52980024490885
90,10.454264391804346
91,10.322263674703965
92,10.633713731337494
93,11.208680312218977
94,10.260182496274863
95,8.780326390946605
96,10.71572802110793
97,10.93149853402069
98,10.924336478294055
99,11.002849560094784
100,10.968767093246287
101,11.31731196033484
102,11.036694485968736
103,11.079215191421762
104,10.521021782876922
105,11.066482100133506
106,11.397750275924011
107,11.117405737207928
108,10.795116671339422
109,11.379119749008213
110,11.3948173764899
111,11.386012124647282
112,10.869596491391144
113,11.372892986003347
114,11.46902582268021
115,11.216364087911852
116,11.12813025502894
117,11.006307642644416
118,11.198707749256624
119,11.432680236790798
120,11.159274515576236
121,11.08128063907868
122,11.095544645914101
123,11.311078522445099
124,10.982492194898029
125,10.997472484818747
126,10.978558232621204
127,11.36574708871172
128,11.0570298480627
129,10.901173922614277
131,10.932177966899195
132,11.305679868808792
133,10.99837625057064
134,11.068963781457745
135,11.002849560094784
136,11.20146969093334
137,11.101492585082273
138,11.040663287122674
139,11.174805872202667
140,11.270675543916282
141,10.903862046781907
142,10.848404613198607
143,10.54736570428927
144,10.772183405602599
145,11.20322952222549
146,10.942279062885698
147,11.072278675825483
148,11.270637319808333
149,10.670674845804538
150,10.068281392461866
151,10.992083174817584
152,11.032758362158031
153,11.291829815273319
154,11.110700103211892
155,11.160427499583543
156,10.520994818887328
157,11.065152884565816
158,11.434812560694393
159,11.04210550261527
160,10.489327880107565
161,10.871554462190879
162,11.23651298477668
163,10.872503553033164
164,11.038929878454953
165,11.047742199082938
166,11.442631747750228
167,11.067497368290534
168,11.2776207657468
169,11.428271307554278
170,11.34383202951684
171,11.520774579913628
172,11.183031543709138
173,11.300004484676192
174,11.37570728448771
175,11.54914166910321
176,11.310111362941436
177,11.177144989027417
178,11.314852503584444
179,11.387894979883445
180,11.660914342683677
181,11.018547172582839
183,11.494944776934279
184,11.8046468683294
185,11.629338673953415
186,11.647106646436248
187,11.564796592380118
188,11.81739828060432
189,11.578778746431539
190,11.577270217335844
191,11.950024889851655
192,12.00794482532963
193,12.293391891789863
194,12.047885496778928
195,11.541833570117436
196,12.11631750786948
197,12.298774882150465
198,12.05355646251825
199,12.198448656644002
201,12.24097153303443
202,12.401606533796263
203,12.70619317367972
204,12.918578727503549
205,13.090618808113483
206,12.847826526702235
207,12.878690534837625
208,12.588398766879433
209,12.821817587640767
210,12.904935957836212
211,13.000261278005848
212,12.269183585658702
213,13.350255635740742
214,13.168975934211701
215,13.042906664668882
216,13.034735810608748
217,12.808151138426918
218,13.135532285452678
219,13.268138508614866
220,12.919497830572736
221,12.815936038453366
222,12.883534959169936
223,13.079395331762768
224,12.819762572005182
225,12.761060598680906
226,12.908236552953843
227,13.006058748366126
228,12.859818696662801
229,12.922894847939874
230,13.098462001703474
231,12.856262741386127
232,13.128621752854784
233,13.038536016958922
234,11.298803595626476
235,12.730676906389169
236,13.107198976884556
237,12.911163218979933
238,12.879228831053851
239,13.021539223547666
240,13.050708394211673
241,12.97939098705164
242,12.951162159806069
243,12.95971267451894
244,12.98651158043701
245,13.178945958817938
246,13.073479808872845
247,12.812512039375934
248,13.178573564041148
249,13.193833444773107
250,13.071091135426753
252,13.394550013281863
253,13.318157108877886
254,13.49206312906575
255,13.749288487118516
256,13.624719233742008
257,13.753475567044742
258,13.865225056709608
259,13.5878982867778
260,13.498248616382376
261,13.11247464465396
262,13.437041261704127
263,13.269750090239267
264,13.112042297832348
265,12.775932921898837
266,13.343044699919584
267,13.205111345635501
268,13.176745496457514
269,13.140590254053375
270,13.284407394148893
271,13.402309101334339
272,12.571479356392352
273,13.325150740235632
274,13.606575585017348
275,13.863223952148733
276,13.685420095685837
277,13.591551674357007
278,13.613009967041975
279,13.606366061042724
280,13.572013777800667
281,13.441353691809027
282,13.407721250997241
283,13.564591051691405
284,13.55774450549758
285,13.332762056770173
286,12.87837405490849
287,11.66732754176605
288,13.318073242816869
289,13.288109992316699
290,13.311574480013824
291,13.383320498463586
292,13.340568354008607
293,13.311561238137715
294,13.16624245428288
295,13.256869794537929
296,13.216653036654646
297,13.27336281155403
298,13.169493116211173
299,12.910451513872568
300,13.259474853874176
301,13.354168508696848
302,13.117680429499947
303,13.168666642277746
304,13.088305951511927
305,12.685670725479564
306,12.478893586360602
307,13.219921936798768
308,13.142285605391198
309,13.334780809019007
310,13.287989674032326
311,13.051638292215403
312,12.885349070404327
313,12.675920012567607
314,13.181058609733565
315,12.89166888938717
316,12.965931764893474
317,12.160609690057898
318,13.09783295166096
319,13.03290901876356
320,12.850289527102262
321,12.982236568473462
322,12.925028888389246
323,12.946563706800415
324,12.801405764187693
325,12.825745499294614
326,12.956091532166658
327,13.21563876114184
328,12.909331035090814
329,13.30176902038404
330,12.948676434802712
331,12.95719859778897
332,13.211368266028582
333,12.852172766830227
334,13.122751302151794
335,13.166558237413307
336,13.496690009576511
337,12.583799925749496
338,13.003356843579219
339,11.484670012998595
340,13.272110088266105
341,12.879096197278464
342,12.837325805177455
343,12.903010133789751
344,12.876565135525313
345,12.962297906302812
346,12.57127810097426
347,12.815098813424711
348,12.956872978637799
349,13.092363858061267
350,12.720060264914798
351,12.648971614911973
352,12.657087753505474
353,12.765531278260221
354,13.122661333011148
355,13.160402623669617
357,12.921250361910872
358,13.003624885444909
359,12.95042611669295
360,12.792052122896589
361,13.415185218585968
362,13.64638514776856
363,13.030793992095614
364,13.015081016183803
365,12.627309391585474
366,13.470446517274357
367,13.304786595697244
368,13.751584116134605
369,12.472854063074038
370,13.482733485805973
371,13.45603741700703
372,13.293908745751926
373,13.018284262623833
374,13.44552021338482
375,13.774871879973851
376,13.389837640484759
377,13.298261011585653
378,13.274191361861941
379,13.484731683355935
380,13.213899170436829
381,13.092089719714501
382,13.32991723852724
383,12.890764177642458
384,13.071423704695787
385,13.009749956234932
386,13.071415286585065
387,12.981755577392443
388,13.23656489596725
389,13.05107358429717
390,13.139017917414565
392,13.184178819324744
393,13.221417449181633
394,13.29866350841304
395,13.201137588568555
396,13.039657626977972
397,13.130450587586948
398,12.957349573588308
399,12.927785416813757
400,12.968260696425107
401,13.150099159731079
402,12.818364913667587
403,12.500811013667079
